control_value,R,G,B,W
0.365,1893,2029,1704,5644
0.366,1893,2030,1706,5648
0.367,1892,2032,1709,5653
0.368,1892,2032,1710,5654
0.369,1892,2034,1713,5659
0.37,1892,2035,1714,5661
0.371,1892,2036,1715,5663
0.372,1892,2037,1717,5666
0.373,1892,2038,1718,5667
0.374,1892,2039,1720,5672
0.375,1892,2041,1723,5676
0.376,1892,2041,1723,5677
0.377,1892,2043,1726,5681
0.378,1892,2044,1727,5683
0.379,1892,2044,1728,5685
0.38,1891,2046,1730,5689
0.381,1891,2048,1733,5693
0.382,1892,2048,1733,5695
0.383,1891,2049,1735,5697
0.384,1891,2050,1737,5700
0.385,1891,2050,1737,5701
0.386,1891,2053,1740,5706
0.387,1891,2054,1743,5710
0.388,1891,2055,1743,5711
0.389,1891,2056,1745,5715
0.39,1891,2057,1746,5717
0.391,1891,2057,1748,5719
0.392,1891,2059,1750,5722
0.393,1891,2059,1750,5723
0.394,1890,2061,1753,5728
0.395,1890,2063,1756,5732
0.396,1890,2063,1756,5734
0.397,1890,2064,1758,5736
0.398,1890,2065,1759,5739
0.399,1890,2066,1760,5740
0.4,1890,2069,1765,5748
0.401,1890,2070,1766,5750
0.402,1890,2070,1766,5750
0.403,1889,2072,1769,5756
0.404,1889,2073,1772,5760
0.405,1889,2074,1772,5761
0.406,1889,2075,1774,5763
0.407,1889,2076,1775,5766
0.408,1889,2077,1777,5768
0.409,1889,2078,1779,5772
0.41,1889,2080,1782,5777
0.411,1889,2080,1782,5778
0.412,1889,2081,1784,5781
0.413,1889,2082,1785,5783
0.414,1889,2083,1787,5785
0.415,1888,2084,1789,5789
0.416,1889,2085,1789,5790
0.417,1888,2087,1792,5794
0.418,1888,2088,1794,5798
0.419,1888,2089,1795,5800
0.42,1888,2090,1797,5803
0.421,1888,2091,1798,5806
0.422,1888,2091,1799,5807
0.423,1888,2093,1802,5811
0.424,1888,2095,1805,5816
0.425,1888,2095,1805,5817
0.426,1888,2097,1807,5821
0.427,1888,2097,1808,5823
0.428,1887,2098,1809,5824
0.429,1887,2100,1812,5828
0.43,1887,2100,1812,5829
0.431,1887,2102,1815,5834
0.432,1887,2104,1818,5839
0.433,1887,2104,1818,5840
0.434,1887,2105,1820,5842
0.435,1887,2106,1821,5844
0.436,1887,2107,1822,5846
0.437,1887,2108,1824,5850
0.438,1886,2110,1828,5855
0.439,1886,2110,1828,5855
0.44,1886,2111,1829,5858
0.441,1886,2112,1831,5860
0.442,1886,2113,1832,5862
0.443,1886,2114,1834,5866
0.444,1886,2117,1837,5872
0.445,1886,2117,1838,5872
0.446,1886,2118,1840,5876
0.447,1886,2119,1841,5877
0.448,1885,2120,1842,5879
0.449,1885,2121,1844,5882
0.45,1885,2121,1845,5884
0.451,1885,2124,1849,5891
0.452,1885,2125,1850,5893
0.453,1885,2125,1851,5894
0.454,1884,2127,1853,5898
0.455,1885,2127,1854,5899
0.456,1884,2129,1857,5904
0.457,1884,2130,1859,5907
0.458,1884,2131,1860,5909
0.459,1884,2131,1860,5909
0.46,1884,2133,1863,5915
0.461,1884,2135,1866,5919
0.462,1884,2135,1866,5920
0.463,1884,2136,1867,5922
0.464,1883,2137,1870,5926
0.465,1883,2140,1873,5931
0.466,1883,2140,1873,5931
0.467,1883,2141,1875,5935
0.468,1883,2142,1876,5938
0.469,1883,2142,1877,5938
0.47,1883,2144,1879,5943
0.471,1883,2145,1882,5947
0.472,1883,2146,1883,5948
0.473,1883,2147,1884,5951
0.474,1883,2148,1886,5954
0.475,1883,2149,1887,5955
0.476,1882,2150,1890,5960
0.477,1882,2153,1893,5965
0.478,1882,2153,1893,5965
0.479,1882,2154,1895,5968
0.48,1882,2155,1896,5971
0.481,1882,2155,1897,5972
0.482,1882,2157,1899,5977
0.483,1882,2157,1900,5977
0.484,1882,2159,1903,5982
0.485,1882,2160,1905,5985
0.486,1881,2161,1906,5987
0.487,1882,2162,1907,5989
0.488,1881,2163,1909,5992
0.489,1881,2165,1911,5997
0.49,1881,2165,1912,5998
0.491,1881,2166,1914,6001
0.492,1881,2167,1916,6004
0.493,1881,2169,1918,6009
0.494,1881,2170,1919,6009
0.495,1881,2171,1921,6013
0.496,1881,2172,1922,6015
0.497,1880,2172,1923,6017
0.498,1880,2174,1926,6021
0.499,1880,2176,1929,6026
0.5,1880,2177,1930,6029
0.501,1876,2191,1954,6065
0.502,1873,2192,1957,6067
0.503,1874,2193,1958,6069
0.504,1873,2192,1956,6066
0.505,1871,2199,1968,6084
0.506,1870,2199,1970,6085
0.507,1871,2196,1964,6077
0.508,1869,2197,1966,6079
0.509,1869,2198,1968,6082
0.51,1868,2198,1969,6082
0.511,1868,2199,1971,6085
0.512,1868,2199,1971,6084
0.513,1867,2198,1969,6081
0.514,1866,2199,1972,6084
0.515,1864,2204,1981,6098
0.516,1866,2199,1973,6085
0.517,1864,2200,1975,6088
0.518,1863,2201,1978,6091
0.519,1863,2202,1978,6091
0.52,1863,2203,1980,6094
0.521,1862,2205,1983,6098
0.522,1860,2207,1989,6105
0.523,1860,2208,1990,6107
0.524,1858,2211,1995,6114
0.525,1856,2214,2001,6122
0.526,1858,2209,1992,6109
0.527,1858,2209,1992,6108
0.528,1856,2211,1997,6115
0.529,1856,2212,1999,6118
0.53,1856,2211,1997,6115
0.531,1855,2212,1999,6117
0.532,1855,2212,2000,6118
0.533,1853,2214,2004,6123
0.534,1852,2216,2006,6126
0.535,1852,2216,2007,6127
0.536,1851,2217,2008,6129
0.537,1851,2217,2009,6129
0.538,1851,2217,2009,6129
0.539,1849,2218,2012,6132
0.54,1849,2218,2012,6132
0.541,1848,2219,2013,6133
0.542,1848,2219,2014,6134
0.543,1847,2220,2016,6137
0.544,1846,2220,2017,6138
0.545,1846,2221,2018,6138
0.546,1846,2221,2019,6139
0.547,1844,2222,2021,6142
0.548,1844,2223,2023,6145
0.549,1843,2224,2024,6146
0.55,1843,2224,2025,6147
0.551,1841,2226,2029,6152
0.552,1840,2227,2031,6154
0.553,1840,2227,2031,6154
0.554,1839,2229,2034,6158
0.555,1838,2230,2036,6161
0.556,1838,2230,2037,6162
0.557,1837,2230,2038,6162
0.558,1837,2231,2039,6164
0.559,1837,2231,2039,6164
0.56,1836,2232,2041,6166
0.561,1834,2233,2044,6170
0.562,1834,2234,2045,6171
0.563,1834,2235,2047,6174
0.564,1833,2235,2048,6174
0.565,1832,2235,2049,6175
0.566,1831,2236,2050,6177
0.567,1830,2238,2054,6180
0.568,1830,2238,2054,6181
0.569,1829,2239,2056,6183
0.57,1829,2239,2057,6185
0.571,1828,2240,2058,6186
0.572,1827,2241,2060,6188
0.573,1826,2242,2063,6192
0.574,1826,2242,2063,6191
0.575,1825,2243,2065,6194
0.576,1825,2243,2066,6195
0.577,1824,2244,2067,6196
0.578,1823,2245,2069,6199
0.579,1822,2246,2071,6201
0.58,1822,2247,2073,6204
0.581,1821,2247,2074,6204
0.582,1820,2248,2075,6206
0.583,1821,2248,2076,6208
0.584,1819,2249,2079,6210
0.585,1818,2252,2083,6216
0.586,1817,2252,2083,6216
0.587,1817,2252,2084,6217
0.588,1816,2252,2085,6218
0.589,1816,2253,2086,6219
0.59,1815,2254,2087,6220
0.591,1814,2254,2089,6222
0.592,1814,2255,2091,6225
0.593,1813,2256,2092,6227
0.594,1812,2256,2094,6228
0.595,1812,2257,2094,6228
0.596,1811,2258,2097,6232
0.597,1811,2259,2098,6233
0.598,1809,2259,2100,6235
0.599,1808,2261,2102,6238
0.6,1807,2262,2105,6241
0.601,1807,2262,2106,6241
0.602,1806,2263,2107,6243
0.603,1805,2264,2109,6246
0.604,1804,2265,2111,6248
0.605,1804,2265,2112,6249
0.606,1803,2265,2113,6250
0.607,1802,2266,2115,6252
0.608,1801,2267,2117,6255
0.609,1801,2267,2117,6255
0.61,1800,2268,2118,6256
0.611,1800,2269,2120,6258
0.612,1800,2269,2120,6258
0.613,1798,2269,2122,6260
0.614,1797,2271,2125,6263
0.615,1797,2271,2125,6263
0.616,1796,2271,2127,6265
0.617,1796,2272,2128,6267
0.618,1795,2272,2129,6267
0.619,1795,2273,2131,6269
0.62,1795,2274,2131,6270
0.621,1793,2274,2133,6272
0.622,1792,2275,2135,6274
0.623,1792,2276,2136,6276
0.624,1791,2276,2137,6276
0.625,1791,2277,2139,6279
0.626,1789,2278,2141,6281
0.627,1789,2278,2142,6282
0.628,1788,2279,2144,6284
0.629,1788,2280,2144,6285
0.63,1787,2280,2146,6286
0.631,1786,2281,2147,6288
0.632,1785,2282,2150,6292
0.633,1785,2282,2150,6292
0.634,1784,2283,2152,6294
0.635,1784,2283,2153,6295
0.636,1783,2284,2154,6296
0.637,1782,2285,2156,6298
0.638,1782,2285,2156,6299
0.639,1781,2286,2159,6301
0.64,1780,2287,2161,6304
0.641,1779,2287,2162,6304
0.642,1779,2288,2163,6306
0.643,1778,2289,2164,6307
0.644,1778,2289,2165,6308
0.645,1776,2290,2168,6311
0.646,1776,2291,2170,6313
0.647,1775,2292,2172,6316
0.648,1774,2293,2173,6318
0.649,1773,2294,2175,6320
0.65,1773,2293,2175,6320
0.651,1771,2295,2179,6325
0.652,1770,2296,2181,6327
0.653,1769,2297,2183,6329
0.654,1769,2297,2184,6330
0.655,1768,2298,2185,6331
0.656,1768,2299,2186,6333
0.657,1767,2299,2187,6333
0.658,1766,2300,2189,6334
0.659,1765,2301,2191,6338
0.66,1765,2301,2192,6338
0.661,1764,2302,2194,6340
0.662,1764,2302,2195,6342
0.663,1763,2303,2196,6343
0.664,1762,2304,2198,6346
0.665,1761,2305,2200,6348
0.666,1761,2306,2202,6350
0.667,1760,2306,2203,6352
0.668,1760,2305,2201,6347
0.669,1758,2308,2207,6356
0.67,1758,2309,2208,6357
0.671,1757,2310,2211,6361
0.672,1757,2309,2209,6358
0.673,1756,2309,2209,6357
0.674,1756,2309,2210,6358
0.675,1756,2310,2212,6360
0.676,1754,2310,2213,6362
0.677,1753,2312,2216,6365
0.678,1753,2312,2216,6365
0.679,1753,2312,2217,6366
0.68,1752,2313,2219,6368
0.681,1750,2315,2222,6372
0.682,1750,2315,2222,6373
0.683,1750,2315,2223,6372
0.684,1749,2315,2224,6373
0.685,1749,2316,2225,6375
0.686,1747,2319,2231,6384
0.687,1747,2319,2230,6382
0.688,1746,2320,2233,6385
0.689,1745,2320,2235,6387
0.69,1744,2321,2236,6389
0.691,1744,2321,2235,6388
0.692,1743,2322,2238,6390
0.693,1743,2323,2239,6392
0.694,1741,2323,2241,6393
0.695,1740,2325,2244,6398
0.696,1740,2325,2245,6399
0.697,1740,2325,2246,6399
0.698,1739,2326,2247,6401
0.699,1739,2327,2250,6401
0.7,1738,2326,2247,6399
0.701,1737,2327,2250,6403
0.702,1736,2326,2250,6401
0.703,1736,2327,2251,6403
0.704,1735,2328,2253,6405
0.705,1734,2329,2255,6408
0.706,1734,2330,2256,6409
0.707,1733,2330,2257,6410
0.708,1731,2332,2261,6416
0.709,1730,2333,2264,6418
0.71,1731,2332,2262,6415
0.711,1730,2334,2265,6419
0.712,1730,2333,2263,6417
0.713,1729,2333,2265,6418
0.714,1726,2337,2272,6428
0.715,1727,2338,2272,6430
0.716,1726,2337,2273,6429
0.717,1726,2337,2272,6427
0.718,1725,2337,2273,6428
0.719,1724,2339,2276,6432
0.72,1722,2341,2280,6437
0.721,1722,2340,2279,6436
0.722,1722,2340,2279,6435
0.723,1721,2342,2283,6440
0.724,1721,2340,2280,6436
0.725,1720,2343,2284,6441
0.726,1719,2343,2286,6443
0.727,1718,2345,2289,6448
0.728,1717,2345,2290,6449
0.729,1718,2343,2287,6443
0.73,1717,2344,2289,6446
0.731,1717,2344,2289,6445
0.732,1715,2347,2294,6451
0.733,1715,2346,2293,6450
0.734,1714,2347,2295,6451
0.735,1712,2350,2300,6459
0.736,1712,2350,2301,6459
0.737,1711,2350,2302,6461
0.738,1711,2350,2302,6460
0.739,1710,2350,2302,6460
0.74,1709,2351,2305,6463
0.741,1709,2351,2304,6462
0.742,1709,2351,2305,6463
0.743,1708,2352,2306,6464
0.744,1708,2352,2306,6464
0.745,1707,2352,2308,6466
0.746,1705,2353,2310,6468
0.747,1705,2354,2311,6469
0.748,1704,2354,2312,6470
0.749,1704,2355,2314,6472
0.75,1703,2355,2314,6472
0.751,1702,2357,2318,6476
0.752,1701,2357,2319,6477
0.753,1701,2357,2319,6478
0.754,1700,2358,2322,6480
0.755,1699,2359,2324,6482
0.756,1698,2359,2325,6483
0.757,1697,2362,2330,6490
0.758,1696,2362,2330,6489
0.759,1696,2363,2331,6491
0.76,1695,2364,2333,6494
0.761,1694,2365,2335,6497
0.762,1694,2363,2333,6492
0.763,1693,2364,2334,6493
0.764,1692,2366,2339,6501
0.765,1692,2366,2339,6500
0.766,1690,2368,2343,6505
0.767,1689,2369,2345,6507
0.768,1689,2369,2345,6507
0.769,1688,2369,2346,6508
0.77,1688,2370,2346,6508
0.771,1688,2369,2345,6506
0.772,1687,2370,2347,6508
0.773,1686,2370,2348,6509
0.774,1686,2370,2349,6510
0.775,1685,2371,2350,6511
0.776,1684,2372,2352,6513
0.777,1685,2372,2352,6514
0.778,1683,2373,2355,6516
0.779,1682,2374,2357,6518
0.78,1680,2377,2362,6525
0.781,1680,2376,2362,6525
0.782,1680,2376,2361,6524
0.783,1680,2376,2361,6523
0.784,1679,2376,2363,6524
0.785,1677,2378,2367,6530
0.786,1677,2379,2367,6530
0.787,1677,2378,2367,6530
0.788,1676,2379,2369,6532
0.789,1675,2379,2369,6532
0.79,1674,2381,2372,6536
0.791,1673,2381,2374,6537
0.792,1673,2382,2374,6537
0.793,1672,2383,2378,6542
0.794,1671,2384,2380,6544
0.795,1671,2385,2380,6545
0.796,1670,2386,2383,6548
0.797,1668,2387,2385,6550
0.798,1668,2387,2386,6551
0.799,1668,2386,2385,6549
0.8,1668,2387,2385,6550
0.801,1666,2387,2388,6552
0.802,1665,2388,2390,6554
0.803,1665,2389,2391,6555
0.804,1664,2390,2393,6557
0.805,1663,2390,2394,6558
0.806,1663,2391,2395,6561
0.807,1662,2393,2399,6565
0.808,1660,2394,2401,6567
0.809,1660,2393,2401,6566
0.81,1659,2393,2400,6565
0.811,1659,2394,2402,6567
0.812,1658,2394,2403,6568
0.813,1658,2394,2404,6569
0.814,1658,2395,2411,6570
0.815,1656,2397,2409,6575
0.816,1655,2397,2410,6576
0.817,1654,2398,2411,6577
0.818,1654,2398,2412,6578
0.819,1653,2399,2414,6580
0.82,1652,2400,2416,6583
0.821,1651,2401,2418,6585
0.822,1650,2401,2420,6586
0.823,1650,2401,2419,6585
0.824,1649,2403,2422,6589
0.825,1648,2403,2423,6590
0.826,1648,2403,2423,6589
0.827,1647,2403,2424,6590
0.828,1646,2405,2428,6595
0.829,1645,2406,2429,6597
0.83,1645,2406,2430,6597
0.831,1644,2406,2431,6598
0.832,1644,2406,2431,6599
0.833,1643,2406,2431,6597
0.834,1641,2409,2437,6604
0.835,1642,2407,2434,6600
0.836,1641,2408,2435,6602
0.837,1641,2408,2436,6603
0.838,1640,2408,2437,6604
0.839,1639,2409,2439,6606
0.84,1638,2410,2441,6608
0.841,1638,2411,2442,6608
0.842,1637,2412,2444,6612
0.843,1636,2413,2447,6616
0.844,1636,2412,2445,6612
0.845,1635,2414,2450,6618
0.846,1634,2414,2450,6618
0.847,1634,2414,2450,6617
0.848,1633,2415,2451,6619
0.849,1632,2415,2452,6620
0.85,1632,2416,2453,6622
0.851,1630,2417,2457,6626
0.852,1630,2418,2458,6627
0.853,1629,2418,2459,6628
0.854,1628,2419,2461,6630
0.855,1627,2420,2464,6633
0.856,1627,2421,2464,6634
0.857,1626,2422,2467,6637
0.858,1626,2421,2466,6635
0.859,1625,2422,2467,6636
0.86,1624,2423,2469,6639
0.861,1623,2424,2473,6643
0.862,1622,2425,2473,6644
0.863,1622,2425,2475,6646
0.864,1621,2425,2475,6645
0.865,1620,2426,2477,6647
0.866,1620,2426,2477,6647
0.867,1619,2427,2479,6650
0.868,1619,2428,2480,6651
0.869,1618,2428,2481,6652
0.873,1636,2419,2471,6640
0.874,1614,2432,2489,6661
0.875,1614,2434,2492,6666
0.876,1614,2434,2493,6667
0.877,1613,2433,2492,6665
0.878,1611,2434,2494,6666
0.879,1611,2436,2497,6671
0.88,1610,2435,2498,6671
0.881,1610,2436,2499,6672
0.882,1609,2437,2500,6673
0.883,1609,2438,2502,6676
0.884,1607,2438,2503,6676
0.885,1606,2439,2505,6679
0.886,1607,2440,2506,6681
0.887,1605,2440,2508,6683
0.888,1605,2440,2509,6683
0.889,1604,2442,2511,6686
0.89,1604,2442,2512,6687
0.891,1603,2441,2511,6685
0.892,1602,2442,2513,6687
0.893,1601,2444,2516,6691
0.894,1601,2444,2517,6691
0.895,1600,2444,2518,6692
0.896,1599,2445,2519,6694
0.897,1599,2445,2520,6695
0.898,1598,2446,2522,6696
0.899,1598,2446,2522,6697
0.9,1596,2447,2525,6700
0.901,1596,2448,2527,6702
0.902,1593,2449,2530,6705
0.903,1594,2450,2530,6706
0.904,1593,2450,2532,6708
0.905,1592,2451,2533,6708
0.906,1592,2451,2534,6710
0.907,1591,2452,2536,6712
0.908,1591,2452,2536,6712
0.909,1589,2453,2539,6715
0.91,1588,2455,2541,6718
0.911,1588,2455,2541,6718
0.912,1587,2455,2543,6719
0.913,1587,2456,2544,6721
0.914,1587,2456,2545,6722
0.915,1585,2457,2546,6723
0.916,1584,2458,2549,6726
0.917,1584,2458,2549,6727
0.918,1583,2459,2551,6728
0.919,1583,2459,2551,6729
0.92,1583,2459,2552,6730
0.921,1581,2460,2554,6731
0.922,1580,2461,2556,6733
0.923,1580,2461,2557,6734
0.924,1580,2462,2558,6735
0.925,1578,2462,2559,6736
0.926,1577,2463,2562,6739
0.927,1577,2463,2562,6740
0.928,1577,2464,2563,6741
0.929,1576,2464,2565,6742
0.93,1575,2465,2565,6742
0.931,1574,2465,2567,6744
0.932,1573,2466,2570,6747
0.933,1573,2467,2570,6747
0.934,1572,2467,2571,6748
0.935,1571,2468,2572,6750
0.936,1571,2468,2573,6750
0.937,1570,2468,2575,6752
0.938,1568,2469,2577,6754
0.939,1568,2470,2578,6755
0.94,1567,2470,2579,6757
0.941,1567,2471,2580,6758
0.942,1567,2471,2581,6759
0.943,1565,2472,2583,6760
0.944,1565,2472,2583,6760
0.945,1564,2473,2585,6763
0.946,1563,2474,2587,6765
0.947,1563,2474,2588,6766
0.948,1562,2475,2589,6767
0.949,1561,2475,2590,6768
0.95,1561,2475,2591,6768
0.951,1559,2477,2594,6772
0.952,1558,2477,2596,6774
0.953,1558,2478,2596,6774
0.954,1557,2479,2599,6777
0.955,1556,2480,2601,6779
0.956,1556,2480,2601,6780
0.957,1555,2480,2602,6781
0.958,1554,2481,2604,6782
0.959,1554,2481,2604,6782
0.96,1553,2482,2607,6785
0.961,1551,2483,2609,6787
0.962,1551,2483,2609,6788
0.963,1550,2484,2611,6790
0.964,1550,2484,2612,6791
0.965,1549,2485,2613,6792
0.966,1549,2485,2615,6793
0.967,1548,2485,2615,6794
0.968,1547,2486,2617,6796
0.969,1546,2487,2619,6798
0.97,1546,2487,2620,6798
0.971,1545,2488,2621,6800
0.972,1544,2488,2622,6801
0.973,1544,2488,2623,6801
0.974,1543,2489,2625,6804
0.975,1543,2489,2625,6803
0.976,1541,2491,2627,6806
0.977,1540,2491,2629,6808
0.978,1540,2492,2630,6809
0.979,1540,2492,2631,6811
0.98,1538,2493,2633,6812
0.981,1537,2494,2635,6815
0.982,1537,2494,2635,6815
0.983,1536,2495,2637,6816
0.984,1536,2495,2638,6817
0.985,1535,2495,2639,6818
0.986,1534,2496,2640,6819
0.987,1534,2496,2641,6820
0.988,1533,2497,2643,6822
0.989,1532,2498,2645,6824
0.99,1531,2498,2645,6825
0.991,1531,2498,2647,6826
0.992,1530,2499,2648,6827
0.993,1530,2499,2648,6827
0.994,1529,2500,2651,6830
0.995,1528,2501,2652,6832
0.996,1527,2501,2653,6832
0.997,1526,2501,2654,6833
0.998,1526,2502,2655,6835
0.999,1526,2502,2655,6835
0.002,7337,6337,4306,17882
0.003,7347,6338,4308,17893
0.004,7349,6339,4312,17901
0.005,7325,6315,4296,17835
0.006,7328,6317,4299,17843
0.007,7336,6325,4307,17867
0.008,7337,6333,4318,17889
0.009,7323,6319,4309,17852
0.01,7326,6326,4318,17871
0.011,7331,6332,4324,17888
0.012,7324,6329,4324,17879
0.013,7321,6331,4329,17883
0.014,7328,6338,4336,17904
0.015,7324,6342,4343,17912
0.016,7320,6343,4349,17915
0.017,7319,6345,4352,17920
0.018,7324,6351,4357,17936
0.019,7320,6354,4365,17944
0.02,7317,6359,4374,17956
0.021,7320,6363,4378,17967
0.022,7318,6367,4384,17977
0.023,7315,6366,4387,17976
0.024,7316,6371,4392,17987
0.025,7316,6376,4400,18001
0.026,7313,6374,4399,17995
0.027,7312,6381,4410,18014
0.028,7313,6389,4421,18035
0.029,7313,6391,4423,18038
0.03,7311,6389,4424,18035
0.031,7311,6397,4434,18054
0.032,7311,6403,4444,18071
0.033,7309,6404,4446,18073
0.034,7308,6406,4450,18080
0.035,7309,6412,4458,18094
0.036,7308,6412,4459,18094
0.037,7308,6419,4470,18114
0.038,7308,6427,4481,18132
0.039,7307,6427,4482,18134
0.04,7306,6431,4489,18145
0.041,7305,6435,4494,18152
0.042,7306,6438,4499,18161
0.043,7305,6442,4506,18173
0.044,7306,6444,4508,18177
0.045,7304,6451,4518,18195
0.046,7304,6456,4526,18208
0.047,7304,6458,4530,18214
0.048,7303,6462,4535,18223
0.049,7302,6466,4542,18235
0.05,7302,6474,4554,18255
0.051,7302,6478,4559,18264
0.052,7301,6483,4567,18278
0.053,7301,6490,4579,18298
0.054,7302,6491,4579,18300
0.055,7301,6497,4588,18314
0.056,7302,6500,4592,18322
0.057,7303,6501,4594,18327
0.058,7301,6508,4604,18342
0.059,7300,6512,4611,18354
0.06,7300,6515,4616,18362
0.061,7300,6515,4616,18363
0.062,7299,6523,4627,18382
0.063,7298,6525,4631,18388
0.064,7298,6530,4640,18402
0.065,7298,6531,4640,18403
0.066,7297,6538,4652,18422
0.067,7297,6545,4662,18440
0.068,7297,6547,4665,18445
0.069,7296,6549,4668,18451
0.07,7296,6554,4676,18463
0.071,7296,6556,4678,18467
0.072,7295,6563,4689,18485
0.073,7294,6569,4698,18501
0.074,7295,6570,4700,18506
0.075,7293,6574,4707,18514
0.076,7293,6577,4712,18523
0.077,7293,6578,4713,18526
0.078,7292,6585,4724,18544
0.079,7291,6591,4733,18558
0.08,7290,6592,4735,18562
0.081,7291,6595,4739,18568
0.082,7289,6600,4747,18582
0.083,7289,6600,4748,18583
0.084,7289,6608,4760,18603
0.085,7289,6613,4767,18617
0.086,7288,6616,4772,18625
0.087,7289,6619,4776,18632
0.088,7289,6625,4785,18648
0.089,7288,6633,4797,18669
0.09,7288,6633,4797,18669
0.091,7287,6637,4803,18678
0.092,7287,6641,4809,18690
0.093,7287,6642,4810,18692
0.094,7287,6649,4821,18711
0.095,7286,6655,4830,18726
0.096,7286,6657,4834,18732
0.097,7286,6661,4838,18740
0.098,7285,6665,4846,18752
0.099,7286,6667,4848,18756
0.1,7286,6678,4865,18786
0.101,7285,6682,4871,18797
0.102,7286,6685,4875,18805
0.103,7285,6691,4884,18820
0.104,7285,6697,4894,18837
0.105,7285,6699,4896,18841
0.106,7285,6701,4899,18846
0.107,7284,6707,4908,18862
0.108,7284,6715,4920,18883
0.109,7284,6716,4921,18885
0.11,7283,6721,4929,18897
0.111,7284,6724,4933,18906
0.112,7283,6725,4936,18910
0.113,7283,6731,4945,18926
0.114,7283,6732,4945,18926
0.115,7282,6739,4957,18946
0.116,7281,6746,4967,18963
0.117,7281,6748,4969,18967
0.118,7281,6752,4975,18977
0.119,7280,6756,4982,18987
0.12,7281,6757,4985,18993
0.121,7280,6763,4993,19008
0.122,7279,6771,5005,19027
0.123,7279,6772,5006,19029
0.124,7278,6777,5014,19042
0.125,7278,6779,5018,19050
0.126,7278,6781,5020,19054
0.127,7277,6787,5030,19070
0.128,7277,6795,5041,19089
0.129,7277,6795,5042,19092
0.13,7277,6801,5050,19106
0.131,7276,6803,5054,19114
0.132,7277,6807,5059,19120
0.133,7275,6811,5066,19132
0.134,7275,6818,5077,19150
0.135,7275,6819,5079,19154
0.136,7274,6824,5086,19165
0.137,7274,6827,5091,19173
0.138,7274,6830,5096,19182
0.139,7273,6835,5103,19194
0.14,7273,6836,5105,19198
0.141,7272,6842,5115,19214
0.142,7272,6847,5122,19227
0.143,7273,6852,5128,19239
0.144,7271,6856,5136,19249
0.145,7271,6859,5139,19257
0.146,7270,6862,5144,19263
0.147,7269,6866,5151,19275
0.148,7270,6868,5153,19279
0.149,7269,6874,5163,19296
0.15,7268,6880,5173,19312
0.151,7268,6884,5178,19321
0.152,7267,6890,5188,19338
0.153,7267,6897,5198,19356
0.154,7268,6899,5201,19361
0.155,7267,6904,5208,19373
0.156,7267,6906,5212,19380
0.157,7266,6910,5217,19388
0.158,7267,6916,5225,19403
0.159,7267,6916,5226,19406
0.16,7267,6924,5237,19425
0.161,7266,6930,5247,19441
0.162,7267,6933,5251,19449
0.163,7266,6936,5256,19459
0.164,7266,6940,5263,19468
0.165,7266,6943,5266,19474
0.166,7265,6949,5275,19489
0.167,7265,6956,5286,19509
0.168,7265,6957,5287,19512
0.169,7265,6963,5295,19525
0.17,7265,6966,5300,19534
0.171,7265,6969,5304,19542
0.172,7265,6974,5313,19556
0.173,7264,6975,5314,19559
0.174,7263,6982,5324,19575
0.175,7263,6989,5335,19594
0.176,7264,6991,5337,19598
0.177,7264,6995,5344,19611
0.178,7263,6999,5350,19621
0.179,7264,7002,5353,19628
0.18,7263,7007,5362,19642
0.181,7263,7008,5363,19643
0.182,7263,7016,5374,19663
0.183,7262,7022,5384,19681
